"","ma_name","gov_law","gov_practice","country","x6_gender","x19_current_fish_catch","x49_enforcement_responsible","x54_food_availability","cluster_no"
"750","Teluk Kolono","More top-down","More top-down","IDN","M","Declined a lot","Fisheries Management Body","OK","Resistant"
"751","Libertad","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","OK","Supportive"
"752","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Committed"
"753","Socorro","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"754","Del Carmen","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","Good","Resistant"
"755","Culasi","True co-management","More top-down","PHL","F","Stayed the same","National Government","Very bad","Resistant"
"756","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","F","Stayed the same","National Government","OK","Supportive"
"757","Burgos","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","OK","Committed"
"758","Puerto Cortes","More top-down","True co-management","HND","M","Declined a lot","Subnational Government","Rather bad","Resistant"
"759","Sebaste","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"760","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Stayed the same","National Government","OK","Supportive"
"761","Sebaste","True co-management","More top-down","PHL","F","Declined slightly","National Government","Good","Committed"
"762","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","F","Declined a lot","National Government","Good","Resistant"
"763","Santa Monica","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","Rather bad","Ambivalent"
"764","Santa Monica","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","Good","Ambivalent"
"765","Culasi","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"766","San Benito","True co-management","More top-down","PHL","F","Declined slightly","National Government","OK","Supportive"
"767","Del Carmen","True co-management","More top-down","PHL","F","Declined a lot","National Government","Good","Supportive"
"768","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Stayed the same","Subnational Government","Rather bad","Supportive"
"769","Santa Fe","More top-down","More bottom-up","HND","M","Declined a lot","Fisheries Management Body","Good","Supportive"
"770","Pandan","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Committed"
"771","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"772","Wangi-Wangi Selatan","True co-management","True co-management","IDN","M","Stayed the same","National Government","OK","Ambivalent"
"773","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"774","RESEX Soure","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","OK","Supportive"
"775","Sebaste","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Committed"
"776","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined a lot","National Government","Good","Committed"
"777","San Isidro","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"778","RESEX Soure","More top-down","True co-management","BRA","F","Stayed the same","No enforcement system","Good","Resistant"
"779","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","Rather bad","Ambivalent"
"780","Dapa","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","Good","Ambivalent"
"781","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Committed"
"782","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Committed"
"783","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Rather bad","Supportive"
"784","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"785","General Luna","True co-management","More top-down","PHL","M","Improved slightly","Subnational Government","OK","Ambivalent"
"786","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Declined slightly","Subnational Government","OK","Supportive"
"787","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","National Government","Good","Ambivalent"
"788","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"789","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"790","General Luna","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"791","Culasi","True co-management","More top-down","PHL","M","Improved slightly","Subnational Government","Good","Committed"
"792","San Isidro","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Committed"
"793","Pandan","True co-management","More top-down","PHL","F","Declined slightly","National Government","OK","Supportive"
"794","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Ambivalent"
"795","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","National Government","Very bad","Resistant"
"796","Libertad","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","OK","Ambivalent"
"797","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"798","RESEX Soure","More top-down","True co-management","BRA","M","Declined a lot","National Government","OK","Supportive"
"799","Del Carmen","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","OK","Supportive"
"800","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"801","Zavora","True co-management","More bottom-up","MOZ","M","Improved slightly","National Government","Good","Committed"
"802","Culasi","True co-management","More top-down","PHL","M","Improved heavily","National Government","OK","Committed"
"803","Sebaste","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Supportive"
"804","Santa Monica","True co-management","More top-down","PHL","M","Stayed the same","National Government","Good","Supportive"
"805","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined a lot","Subnational Government","Good","Resistant"
"806","Del Carmen","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","OK","Ambivalent"
"807","San Benito","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"808","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Ambivalent"
"809","General Luna","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"810","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","OK","Resistant"
"811","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"812","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"813","Sebaste","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Supportive"
"814","General Luna","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"815","Libertad","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Committed"
"816","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"817","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"818","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Supportive"
"819","Burgos","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Resistant"
"820","Santa Monica","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","Rather bad","Ambivalent"
"821","Culasi","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Supportive"
"822","Libertad","True co-management","More top-down","PHL","F","Stayed the same","Myself","OK","Committed"
"823","General Luna","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
